Sr No._x,Reference No (URN),Journal Date,Date of Purchase,Date of Expiry,Name of the Purchaser,Prefix,Bond Number,Denominations_x,Issue Branch Code,Issue Teller,Status,Sr No._y,Date of Encashment ,Name of the Political Party,Account no. of Political Party,Denominations_y,Pay Branch Code,Pay Teller
17804,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,BIRLACARBONINDIAPRIVATELIMITED,OC,17365,10000000,300,1022034,Paid,19227,22-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17805,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,BIRLACARBONINDIAPRIVATELIMITED,OC,17341,10000000,300,1022034,Paid,19228,22-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17806,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,BIRLACARBONINDIAPRIVATELIMITED,OC,17397,10000000,300,1022034,Paid,19229,22-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17807,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,BIRLACARBONINDIAPRIVATELIMITED,OC,17349,10000000,300,1022034,Paid,19230,22-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17808,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,BIRLACARBONINDIAPRIVATELIMITED,OC,17403,10000000,300,1022034,Paid,19231,22-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17809,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,BIRLACARBONINDIAPRIVATELIMITED,OC,17357,10000000,300,1022034,Paid,19232,22-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17810,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,BIRLACARBONINDIAPRIVATELIMITED,OC,17351,10000000,300,1022034,Paid,19233,22-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17811,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,BIRLACARBONINDIAPRIVATELIMITED,OC,17353,10000000,300,1022034,Paid,19234,22-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17812,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,BIRLACARBONINDIAPRIVATELIMITED,OC,17335,10000000,300,1022034,Paid,19235,22-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17813,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,BIRLACARBONINDIAPRIVATELIMITED,OC,17385,10000000,300,1022034,Paid,19236,22-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17814,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,BIRLACARBONINDIAPRIVATELIMITED,OC,17345,10000000,300,1022034,Paid,19237,22-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17815,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,BIRLACARBONINDIAPRIVATELIMITED,OC,17379,10000000,300,1022034,Paid,19238,22-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17816,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,BIRLACARBONINDIAPRIVATELIMITED,OC,17359,10000000,300,1022034,Paid,19239,22-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17817,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,BIRLACARBONINDIAPRIVATELIMITED,OC,17405,10000000,300,1022034,Paid,19240,22-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17818,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,BIRLACARBONINDIAPRIVATELIMITED,OC,17329,10000000,300,1022034,Paid,19241,22-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17819,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,BIRLACARBONINDIAPRIVATELIMITED,OC,17369,10000000,300,1022034,Paid,19242,22-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17820,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,BIRLACARBONINDIAPRIVATELIMITED,OC,17395,10000000,300,1022034,Paid,19243,22-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17821,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,BIRLACARBONINDIAPRIVATELIMITED,OC,17407,10000000,300,1022034,Paid,19244,22-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17822,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,BIRLACARBONINDIAPRIVATELIMITED,OC,17363,10000000,300,1022034,Paid,19245,22-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17823,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,BIRLACARBONINDIAPRIVATELIMITED,OC,17381,10000000,300,1022034,Paid,19246,22-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17824,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,BIRLACARBONINDIAPRIVATELIMITED,OC,17391,10000000,300,1022034,Paid,19247,22-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17825,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,BIRLACARBONINDIAPRIVATELIMITED,OC,17331,10000000,300,1022034,Paid,19248,22-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17826,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,BIRLACARBONINDIAPRIVATELIMITED,OC,17337,10000000,300,1022034,Paid,19249,22-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17827,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,BIRLACARBONINDIAPRIVATELIMITED,OC,17401,10000000,300,1022034,Paid,19250,22-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17828,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,BIRLACARBONINDIAPRIVATELIMITED,OC,17347,10000000,300,1022034,Paid,19251,22-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17829,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,BIRLACARBONINDIAPRIVATELIMITED,OC,17339,10000000,300,1022034,Paid,19252,22-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17830,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,BIRLACARBONINDIAPRIVATELIMITED,OC,17325,10000000,300,1022034,Paid,19253,22-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17831,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,BIRLACARBONINDIAPRIVATELIMITED,OC,17321,10000000,300,1022034,Paid,19254,22-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17832,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,HARMESH RAHUL JOSHI,OC,17289,10000000,300,1022034,Paid,19349,23-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17833,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,HARMESH RAHUL JOSHI,OC,17291,10000000,300,1022034,Paid,19350,23-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17834,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,HARMESH RAHUL JOSHI,OC,17293,10000000,300,1022034,Paid,19351,23-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17835,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,HARMESH RAHUL JOSHI,OC,17295,10000000,300,1022034,Paid,19352,23-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17836,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,HARMESH RAHUL JOSHI,OC,17297,10000000,300,1022034,Paid,19353,23-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17837,8.47e+20,20-Nov-23,20-Nov-23,04-Dec-23,HES INFRA PVT LTD,OC,16909,10000000,847,6458726,Paid,19484,28-Nov-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,8212066
17838,8.47e+20,20-Nov-23,20-Nov-23,04-Dec-23,HES INFRA PVT LTD,OC,16911,10000000,847,6458726,Paid,19485,28-Nov-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,8212066
17839,5.09e+20,20-Nov-23,20-Nov-23,04-Dec-23,JAI GANESH ISPAT AND FERRO ALLOYS PVT LTD,OC,3988,10000000,509,7315678,Paid,19354,23-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17840,5.09e+20,20-Nov-23,20-Nov-23,04-Dec-23,JAI GANESH ISPAT AND FERRO ALLOYS PVT LTD,OC,3990,10000000,509,7315678,Paid,19355,23-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17841,5.09e+20,20-Nov-23,20-Nov-23,04-Dec-23,JAI GANESH ISPAT AND FERRO ALLOYS PVT LTD,OC,3984,10000000,509,7315678,Paid,19356,23-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17842,5.09e+20,20-Nov-23,20-Nov-23,04-Dec-23,JAI GANESH ISPAT AND FERRO ALLOYS PVT LTD,OC,3986,10000000,509,7315678,Paid,19357,23-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17843,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,M/S T S WIND POWER DEVELOPERS,OC,17392,10000000,300,1022034,Paid,19512,01-Dec-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,5690595
17844,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,M/S T S WIND POWER DEVELOPERS,TL,15754,1000000,300,1022034,Paid,19513,01-Dec-23,BHARATIYA JANATA PARTY,*******8244,1000000,691,5690595
17845,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,M/S T S WIND POWER DEVELOPERS,TL,15752,1000000,300,1022034,Paid,19514,01-Dec-23,BHARATIYA JANATA PARTY,*******8244,1000000,691,5690595
17846,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,M/S T S WIND POWER DEVELOPERS,TL,15449,1000000,300,1022034,Paid,19515,01-Dec-23,BHARATIYA JANATA PARTY,*******8244,1000000,691,5690595
17847,6.91e+20,20-Nov-23,20-Nov-23,04-Dec-23,OSTRO JAISALMER PRIVATE LIMITED,OC,14220,10000000,691,8212066,Paid,19516,02-Dec-23,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,10000000,847,6391354
17848,6.91e+20,20-Nov-23,20-Nov-23,04-Dec-23,OSTRO JAISALMER PRIVATE LIMITED,OC,14210,10000000,691,8212066,Paid,19517,02-Dec-23,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,10000000,847,6391354
17849,6.91e+20,20-Nov-23,20-Nov-23,04-Dec-23,OSTRO JAISALMER PRIVATE LIMITED,OC,14194,10000000,691,8212066,Paid,19541,04-Dec-23,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,10000000,847,6391354
17850,6.91e+20,20-Nov-23,20-Nov-23,04-Dec-23,OSTRO JAISALMER PRIVATE LIMITED,OC,14204,10000000,691,8212066,Paid,19518,02-Dec-23,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,10000000,847,6391354
17851,6.91e+20,20-Nov-23,20-Nov-23,04-Dec-23,OSTRO JAISALMER PRIVATE LIMITED,OC,14202,10000000,691,8212066,Paid,19519,02-Dec-23,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,10000000,847,6391354
17852,6.91e+20,20-Nov-23,20-Nov-23,04-Dec-23,OSTRO JAISALMER PRIVATE LIMITED,OC,14208,10000000,691,8212066,Paid,19520,02-Dec-23,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,10000000,847,6391354
17853,6.91e+20,20-Nov-23,20-Nov-23,04-Dec-23,OSTRO JAISALMER PRIVATE LIMITED,OC,14200,10000000,691,8212066,Paid,19521,02-Dec-23,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,10000000,847,6391354
17854,6.91e+20,20-Nov-23,20-Nov-23,04-Dec-23,OSTRO JAISALMER PRIVATE LIMITED,OC,14224,10000000,691,8212066,Paid,19522,02-Dec-23,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,10000000,847,6391354
17855,6.91e+20,20-Nov-23,20-Nov-23,04-Dec-23,OSTRO JAISALMER PRIVATE LIMITED,OC,14214,10000000,691,8212066,Paid,19523,02-Dec-23,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,10000000,847,6391354
17856,6.91e+20,20-Nov-23,20-Nov-23,04-Dec-23,OSTRO JAISALMER PRIVATE LIMITED,OC,14218,10000000,691,8212066,Paid,19524,02-Dec-23,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,10000000,847,6391354
17857,6.91e+20,20-Nov-23,20-Nov-23,04-Dec-23,OSTRO JAISALMER PRIVATE LIMITED,OC,14198,10000000,691,8212066,Paid,19542,04-Dec-23,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,10000000,847,6391354
17858,6.91e+20,20-Nov-23,20-Nov-23,04-Dec-23,OSTRO JAISALMER PRIVATE LIMITED,OC,14206,10000000,691,8212066,Paid,19525,02-Dec-23,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,10000000,847,6391354
17859,6.91e+20,20-Nov-23,20-Nov-23,04-Dec-23,OSTRO JAISALMER PRIVATE LIMITED,OC,14216,10000000,691,8212066,Paid,19526,02-Dec-23,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,10000000,847,6391354
17860,6.91e+20,20-Nov-23,20-Nov-23,04-Dec-23,OSTRO JAISALMER PRIVATE LIMITED,OC,14222,10000000,691,8212066,Paid,19527,02-Dec-23,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,10000000,847,6391354
17861,6.91e+20,20-Nov-23,20-Nov-23,04-Dec-23,OSTRO JAISALMER PRIVATE LIMITED,OC,14212,10000000,691,8212066,Paid,19528,02-Dec-23,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,10000000,847,6391354
17862,6.91e+20,20-Nov-23,20-Nov-23,04-Dec-23,OSTRO JAISALMER PRIVATE LIMITED,OC,14196,10000000,691,8212066,Paid,19543,04-Dec-23,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,10000000,847,6391354
17863,6.91e+20,20-Nov-23,20-Nov-23,04-Dec-23,OSTRO JAISALMER PRIVATE LIMITED,OC,14192,10000000,691,8212066,Paid,19544,04-Dec-23,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,10000000,847,6391354
17864,6.91e+20,20-Nov-23,20-Nov-23,04-Dec-23,OSTRO MADHYA WIND PRIVATE LIMITED,OC,14228,10000000,691,8212066,Paid,19529,02-Dec-23,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,10000000,847,6391354
17865,6.91e+20,20-Nov-23,20-Nov-23,04-Dec-23,OSTRO MADHYA WIND PRIVATE LIMITED,OC,14244,10000000,691,8212066,Paid,19530,02-Dec-23,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,10000000,847,6391354
17866,6.91e+20,20-Nov-23,20-Nov-23,04-Dec-23,OSTRO MADHYA WIND PRIVATE LIMITED,OC,14246,10000000,691,8212066,Paid,19531,02-Dec-23,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,10000000,847,6391354
17867,6.91e+20,20-Nov-23,20-Nov-23,04-Dec-23,OSTRO MADHYA WIND PRIVATE LIMITED,OC,14234,10000000,691,8212066,Paid,19545,04-Dec-23,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,10000000,847,6391354
17868,6.91e+20,20-Nov-23,20-Nov-23,04-Dec-23,OSTRO MADHYA WIND PRIVATE LIMITED,OC,14242,10000000,691,8212066,Paid,19532,02-Dec-23,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,10000000,847,6391354
17869,6.91e+20,20-Nov-23,20-Nov-23,04-Dec-23,OSTRO MADHYA WIND PRIVATE LIMITED,OC,14256,10000000,691,8212066,Paid,19533,02-Dec-23,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,10000000,847,6391354
17870,6.91e+20,20-Nov-23,20-Nov-23,04-Dec-23,OSTRO MADHYA WIND PRIVATE LIMITED,OC,14258,10000000,691,8212066,Paid,19534,02-Dec-23,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,10000000,847,6391354
17871,6.91e+20,20-Nov-23,20-Nov-23,04-Dec-23,OSTRO MADHYA WIND PRIVATE LIMITED,OC,14250,10000000,691,8212066,Paid,19535,02-Dec-23,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,10000000,847,6391354
17872,6.91e+20,20-Nov-23,20-Nov-23,04-Dec-23,OSTRO MADHYA WIND PRIVATE LIMITED,OC,14232,10000000,691,8212066,Paid,19546,04-Dec-23,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,10000000,847,6391354
17873,6.91e+20,20-Nov-23,20-Nov-23,04-Dec-23,OSTRO MADHYA WIND PRIVATE LIMITED,OC,14252,10000000,691,8212066,Paid,19536,02-Dec-23,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,10000000,847,6391354
17874,6.91e+20,20-Nov-23,20-Nov-23,04-Dec-23,OSTRO MADHYA WIND PRIVATE LIMITED,OC,14240,10000000,691,8212066,Paid,19547,04-Dec-23,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,10000000,847,6391354
17875,6.91e+20,20-Nov-23,20-Nov-23,04-Dec-23,OSTRO MADHYA WIND PRIVATE LIMITED,OC,14230,10000000,691,8212066,Paid,19537,02-Dec-23,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,10000000,847,6391354
17876,6.91e+20,20-Nov-23,20-Nov-23,04-Dec-23,OSTRO MADHYA WIND PRIVATE LIMITED,OC,14248,10000000,691,8212066,Paid,19538,02-Dec-23,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,10000000,847,6391354
17877,6.91e+20,20-Nov-23,20-Nov-23,04-Dec-23,OSTRO MADHYA WIND PRIVATE LIMITED,OC,14254,10000000,691,8212066,Paid,19539,02-Dec-23,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,10000000,847,6391354
17878,6.91e+20,20-Nov-23,20-Nov-23,04-Dec-23,OSTRO MADHYA WIND PRIVATE LIMITED,OC,14238,10000000,691,8212066,Paid,19548,04-Dec-23,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,10000000,847,6391354
17879,6.91e+20,20-Nov-23,20-Nov-23,04-Dec-23,OSTRO MADHYA WIND PRIVATE LIMITED,OC,14236,10000000,691,8212066,Paid,19549,04-Dec-23,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,10000000,847,6391354
17880,6.91e+20,20-Nov-23,20-Nov-23,04-Dec-23,OSTRO MADHYA WIND PRIVATE LIMITED,OC,14226,10000000,691,8212066,Paid,19540,02-Dec-23,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,10000000,847,6391354
17881,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,RAHUL JAGANNATH JOSHI,OC,17281,10000000,300,1022034,Paid,19344,23-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17882,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,RAHUL JAGANNATH JOSHI,OC,17279,10000000,300,1022034,Paid,19345,23-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17883,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,RAHUL JAGANNATH JOSHI,OC,17287,10000000,300,1022034,Paid,19346,23-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17884,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,RAHUL JAGANNATH JOSHI,OC,17283,10000000,300,1022034,Paid,19347,23-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17885,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,RAHUL JAGANNATH JOSHI,OC,17285,10000000,300,1022034,Paid,19348,23-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17886,8.47e+20,20-Nov-23,20-Nov-23,04-Dec-23,SEPC POWER PVT LTD OPERATION RETEN,OC,16958,10000000,847,6458726,Paid,19140,22-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17887,8.47e+20,20-Nov-23,20-Nov-23,04-Dec-23,SEPC POWER PVT LTD OPERATION RETEN,OC,16950,10000000,847,6458726,Paid,19259,22-Nov-23,TELUGU DESAM PARTY,*******3067,10000000,847,7620160
17888,8.47e+20,20-Nov-23,20-Nov-23,04-Dec-23,SEPC POWER PVT LTD OPERATION RETEN,OC,16952,10000000,847,6458726,Paid,19260,22-Nov-23,TELUGU DESAM PARTY,*******3067,10000000,847,7620160
17889,8.47e+20,20-Nov-23,20-Nov-23,04-Dec-23,SEPC POWER PVT LTD OPERATION RETEN,OC,16948,10000000,847,6458726,Paid,19261,22-Nov-23,TELUGU DESAM PARTY,*******3067,10000000,847,7620160
17890,8.47e+20,20-Nov-23,20-Nov-23,04-Dec-23,SEPC POWER PVT LTD OPERATION RETEN,OC,16966,10000000,847,6458726,Paid,19141,22-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17891,8.47e+20,20-Nov-23,20-Nov-23,04-Dec-23,SEPC POWER PVT LTD OPERATION RETEN,OC,16964,10000000,847,6458726,Paid,19142,22-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17892,8.47e+20,20-Nov-23,20-Nov-23,04-Dec-23,SEPC POWER PVT LTD OPERATION RETEN,OC,16960,10000000,847,6458726,Paid,19143,22-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17893,8.47e+20,20-Nov-23,20-Nov-23,04-Dec-23,SEPC POWER PVT LTD OPERATION RETEN,OC,16954,10000000,847,6458726,Paid,19262,22-Nov-23,TELUGU DESAM PARTY,*******3067,10000000,847,7620160
17894,8.47e+20,20-Nov-23,20-Nov-23,04-Dec-23,SEPC POWER PVT LTD OPERATION RETEN,OC,16956,10000000,847,6458726,Paid,19263,22-Nov-23,TELUGU DESAM PARTY,*******3067,10000000,847,7620160
17895,8.47e+20,20-Nov-23,20-Nov-23,04-Dec-23,SEPC POWER PVT LTD OPERATION RETEN,OC,16962,10000000,847,6458726,Paid,19144,22-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17896,8.47e+20,20-Nov-23,20-Nov-23,04-Dec-23,SOMASILA SOLAR POWER LIMITED,OC,16915,10000000,847,6458726,Paid,19255,22-Nov-23,TELUGU DESAM PARTY,*******3067,10000000,847,7620160
17897,8.47e+20,20-Nov-23,20-Nov-23,04-Dec-23,SOMASILA SOLAR POWER LIMITED,OC,16913,10000000,847,6458726,Paid,19256,22-Nov-23,TELUGU DESAM PARTY,*******3067,10000000,847,7620160
17898,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,ULTRA TECH CEMENT LIMITED,OC,17229,10000000,300,1022034,Paid,19195,22-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17899,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,ULTRA TECH CEMENT LIMITED,OC,17239,10000000,300,1022034,Paid,19196,22-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17900,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,ULTRA TECH CEMENT LIMITED,OC,17235,10000000,300,1022034,Paid,19197,22-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17901,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,ULTRA TECH CEMENT LIMITED,OC,17247,10000000,300,1022034,Paid,19198,22-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17902,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,ULTRA TECH CEMENT LIMITED,OC,17241,10000000,300,1022034,Paid,19199,22-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17903,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,ULTRA TECH CEMENT LIMITED,OC,17231,10000000,300,1022034,Paid,19200,22-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17904,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,ULTRA TECH CEMENT LIMITED,OC,17245,10000000,300,1022034,Paid,19201,22-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17905,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,ULTRA TECH CEMENT LIMITED,OC,17243,10000000,300,1022034,Paid,19202,22-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17906,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,ULTRA TECH CEMENT LIMITED,OC,17233,10000000,300,1022034,Paid,19203,22-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17907,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,ULTRA TECH CEMENT LIMITED,OC,17237,10000000,300,1022034,Paid,19204,22-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17908,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,UTKAL ALUMINA INTERNATIONAL LIMITED,OC,17372,10000000,300,1022034,Paid,19155,22-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17909,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,UTKAL ALUMINA INTERNATIONAL LIMITED,OC,17338,10000000,300,1022034,Paid,19156,22-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17910,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,UTKAL ALUMINA INTERNATIONAL LIMITED,OC,17376,10000000,300,1022034,Paid,19157,22-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17911,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,UTKAL ALUMINA INTERNATIONAL LIMITED,OC,17320,10000000,300,1022034,Paid,19158,22-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
17912,3e+20,20-Nov-23,20-Nov-23,04-Dec-23,UTKAL ALUMINA INTERNATIONAL LIMITED,OC,17364,10000000,300,1022034,Paid,19159,22-Nov-23,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
